car_id,selling_price
273,260000
274,285000
275,220000
276,335000
277,250000
278,270000
279,299000
280,300000
281,280000
282,320000
283,285000
284,380000
285,285000
286,336000
287,265000
288,270000
289,290000
290,325000
291,310000
292,265000
293,340000
294,239000
295,237000
296,280000
297,270000
298,220000
299,270000
300,315000
301,225000
302,235000
303,275000
304,335000
305,240000
306,300000
307,300000
308,225000
309,285000
310,285000
311,215000
312,325000
313,275000
314,295000
315,320000
316,245000
317,255000
318,175000
319,360000
320,299000
321,275000
322,225000
323,190000
324,245000
325,215000
326,265000
327,260000
328,265000
329,299000
330,250000
331,320000
332,279000
333,285000
334,185000
335,236000
336,235000
337,225000
338,260000
339,270000
340,285000
341,260000
342,195000
343,325000
344,310000
345,265000
346,359000
347,299000
348,275000
349,275000
350,313000
351,230000
352,310000
353,320000
354,275000
355,300000
356,200000
357,200000
358,304000
359,260000
360,220000
361,350000
362,300000
363,200000
364,225000
365,225000
366,198000
367,235000
368,250000
369,370000
370,310000
371,260000
372,270000
373,264000
374,210000
375,255000
376,255000
377,140000
378,180000
379,275000
380,166000
381,240000
382,230000
383,318000
384,262000
385,350000
386,270000
387,310000
388,225000
389,310000
390,250000
391,290000
392,180000
393,295000
394,300000
395,280000
396,250000
397,280000
398,280000
399,260000
400,228000
401,280000
402,150000
403,270000
404,220000
405,270000
406,350000
407,280000
408,300000
409,250000
410,310000
411,250000
412,255000
413,330000
414,350000
415,220000
416,250000
417,220000
418,260000
419,280000
420,330000
421,276000
422,300000
423,200000
424,350000
425,350000
426,300000
427,255000
428,249000
429,310000
430,322000
431,210000
432,289000
433,250000
434,235000
435,210000
436,230000
437,300000
438,200000
439,275000
440,280000
441,250000
442,321000
443,310000
444,240000
445,250000
446,325000
447,180000
448,240000
449,230000
450,265000
451,250000
452,310000
453,298000
454,210000
455,240000
456,290000
457,210000
458,250000
459,270000
460,250000
461,170000
462,189000
463,216000
464,157000
465,200000
466,185000
467,260000
468,300000
469,175000
470,240000
471,265000
472,295000
473,310000
474,200000
475,373000
476,225000
477,230000
478,290000
479,295000
480,280000
481,250000
482,230000
483,170000
484,250000
485,280000
486,320000
487,185000
488,300000
489,220000
490,210000
491,320000
492,240000
493,200000
494,185000
495,290000
496,400000
497,365000
498,300000
499,290000
500,350000
501,300000
502,250000
503,280000
504,150000
505,320000
506,230000
507,327000
508,328000
509,299000
510,210000
511,265000
512,335000
513,285000
514,300000
515,200000
516,325000
517,324000
518,345000
519,300000
520,325000
521,365000
522,335000
523,280000
524,245000
525,245000
526,430000
527,345000
528,245000
529,275000
530,375000
531,370000
532,395000
533,450000
534,295000
535,325000
536,345000
537,325000
538,331000
539,335000
540,269000
541,295000
542,349000
543,365000
544,375000
545,345000
546,380000
547,350000
548,325000
549,340000
550,400000
551,284000
552,275000
553,350000
554,325000
555,350000
556,270000
557,300000
558,295000
559,450000
560,320000
561,250000
562,345000
563,350000
564,350000
565,300000
566,290000
567,335000
568,247000
569,265000
570,275000
571,320000
572,278000
573,300000
574,300000
575,295000
576,375000
577,349000
578,365000
579,315000
580,425000
581,375000
582,310000
583,225000
584,345000
585,290000
586,298000
587,375000
588,335000
589,285000
590,395000
591,240000
592,235000
593,250000
594,300000
595,300000
596,250000
597,299000
598,350000
599,270000
600,280000
601,250000
602,350000
603,330000
604,325000
605,220000
606,350000
607,350000
608,350000
609,350000
610,320000
611,429000
612,310000
613,325000
614,280000
615,252000
616,330000
617,350000
618,410000
619,375000
620,370000
621,225000
622,380000
623,276000
624,375000
625,325000
626,330000
627,310000
628,290000
629,230000
630,250000
631,244000
632,375000
633,250000
634,235000
635,270000
636,300000
637,300000
638,350000
639,275000
640,300000
641,375000
642,330000
643,300000
644,285000
645,225000
646,220000
647,200000
648,240000
649,210000
650,250000
651,250000
652,300000
653,300000
654,410000
655,330000
656,299000
657,360000
658,350000
659,330000
660,300000
661,315000
662,280000
663,265000
664,265000
665,280000
666,315000
667,310000
668,235000
669,220000
670,330000
671,326000
672,360000
673,350000
674,285000
675,290000
676,285000
677,235000
678,230000
679,225000
680,235000
681,245000
682,295000
683,215000
684,260000
685,295000
686,269000
687,245000
688,270000
689,270000
690,250000
691,250000
692,210000
693,260000
694,245000
695,320000
696,340000
697,290000
698,230000
699,425000
700,235000
701,350000
702,300000
703,250000
704,250000
705,225000
706,215000
707,275000
708,206000
709,225000
710,300000
711,170000
712,280000
713,250000
714,259000
715,250000
716,349000
717,325000
718,299000
719,280000
720,148000
721,120000
722,175000
723,240000
724,110000
725,233000
726,160000
727,150000
728,117000
729,140000
730,190000
731,102000
732,145000
733,125000
734,80000
735,165000
736,90000
737,80000
738,175000
739,565000
740,540000
741,525000
742,500000
743,540000
744,345000
745,357000
746,190000
747,395000
748,275000
749,375000
750,325000
751,415000
752,335000
753,365000
754,455000
755,415000
756,414000
757,219000
758,365000
759,250000
760,270000
761,340000
762,285000
763,435000
764,240000
765,210000
766,545000
767,415000
768,350000
769,280000
770,415000
771,375000
772,431000
773,265000
774,375000
775,415000
776,270000
777,485000
778,517000
779,315000
780,400000
781,450000
782,434000
783,333000
784,330000
785,270000
786,380000
787,355000
788,320000
789,350000
790,283000
791,315000
792,300000
793,275000
794,300000
795,320000
796,450000
797,420000
798,410000
799,315000
800,325000
801,360000
802,422000
803,475000
804,340000
805,475000
806,375000
807,411000
808,435000
809,450000
810,310000
811,380000
812,275000
813,225000
814,340000
815,295000
816,375000
817,350000
818,340000
819,175000
820,220000
821,175000
822,260000
823,210000
824,320000
825,350000
826,210000
827,275000
828,365000
829,300000
830,210000
831,350000
832,315000
833,295000
834,290000
835,370000
836,399000
837,390000
838,385000
839,410000
840,315000
841,255000
842,260000
843,200000
844,225000
845,215000
846,220000
847,250000
848,280000
849,260000
850,325000
851,455000
852,529000
853,465000
854,475000
855,400000
856,475000
857,510000
858,390000
859,260000
860,310000
861,265000
862,365000
863,410000
864,245000
865,350000
866,325000
867,250000
868,435000
869,335000
870,295000
871,425000
872,480000
873,265000
874,350000
875,350000
876,275000
877,360000
878,385000
879,475000
880,349000
881,365000
882,390000
883,395000
884,245000
885,345000
886,331000
887,385000
888,230000
889,295000
890,325000
891,475000
892,480000
893,490000
894,320000
895,400000
896,350000
897,380000
898,410000
899,375000
900,370000
901,270000
902,270000
903,260000
904,800000
905,440000
906,755000
907,550000
908,800000
909,635000
910,649000
911,435000
912,435000
913,625000
914,650000
915,450000
916,550000
917,675000
918,550000
919,550000
920,345000
921,589000
922,700000
923,625000
924,525000
925,685000
926,500000
927,850000
928,665000
929,470000
930,396000
931,750000
932,460000
933,550000
934,500000
935,551000
936,520000
937,400000
938,600000
939,550000
940,560000
941,460000
942,400000
943,480000
944,500000
945,651000
946,521000
947,600000
948,551000
949,660000
950,715000
951,365000
952,500000
953,690000
954,450000
955,500000
956,460000
957,405000
958,450000
959,670000
960,450000
961,775000
962,525000
963,610000
964,360000
965,520000
966,400000
967,695000
968,450000
969,790000
970,360000
971,580000
972,550000
973,780000
974,450000
975,450000
976,500000
977,550000
978,499000
979,510000
980,400000
981,530000
982,420000
983,635000
984,600000
985,390000
986,510000
987,575000
988,125000
989,230000
990,230000
991,250000
992,185000
993,210000
994,262000
995,270000
996,250000
997,265000
998,350000
999,275000
1000,285000
1001,150000
1002,175000
1003,180000
1004,129000
1005,220000
1006,129000
1007,150000
1008,125000
1009,250000
1010,125000
1011,165000
1012,200000
1013,90000
1014,95000
1015,190000
1016,225000
1017,210000
1018,120000
1019,130000
1020,150000
1021,200000
1022,125000
1023,235000
1024,145000
1025,190000
1026,240000
1027,220000
1028,265000
1029,266000
1030,350000
1031,270000
1032,235000
1033,349000
1034,195000
1035,245000
1036,275000
1037,125000
1038,110000
1039,150000
1040,225000
1041,180000
1042,175000
1043,175000
1044,160000
1045,250000
1046,398000
1047,160000
1048,135000
1049,120000
1050,95000
1051,119000
1052,170000
1053,150000
1054,127000
1055,140000
1056,150000
1057,240000
1058,200000
1059,135000
1060,127000
1061,92000
1062,125000
1063,260000
1064,310000
1065,120000
1066,300000
1067,215000
1068,240000
1069,200000
1070,250000
1071,125000
1072,650000
1073,625000
1074,410000
1075,540000
1076,480000
1077,650000
1078,590000
1079,585000
1080,445000
1081,478000
1082,385000
1083,378000
1084,350000
1085,350000
1086,260000
1087,150000
1088,375000
1089,425000
1090,340000
1091,600000
1092,255000
1093,230000
1094,620000
1095,250000
1096,100000
1097,250000
1098,630000
1099,250000
1100,260000
1101,400000
1102,500000
1103,300000
1104,670000
1105,250000
1106,325000
1107,400000
1108,600000
1109,450000
1110,560000
1111,330000
1112,150000
1113,350000
1114,300000
1115,190000
1116,350000
1117,250000
1118,330000
1119,870000
1120,500000
1121,300000
1122,230000
1123,365000
1124,380000
1125,550000
1126,400000
1127,465000
1128,800000
1129,450000
1130,500000
1131,473000
1132,400000
1133,520000
1134,330000
1135,650000
1136,575000
1137,525000
1138,750000
1139,200000
1140,300000
1141,400000
1142,450000
1143,255000
1144,275000
1145,350000
1146,800000
1147,380000
1148,250000
1149,300000
1150,380000
1151,240000
1152,260000
1153,750000
1154,198000
1155,330000
1156,343000
1157,250000
1158,190000
1159,400000
1160,395000
1161,125000
1162,135000
1163,155000
1164,134000
1165,100000
1166,150000
1167,60000
1168,90000
1169,110000
1170,771000
1171,551000
1172,725000
1173,745000
1174,650000
1175,840000
1176,153000
1177,155000
1178,110000
1179,250000
1180,205000
1181,290000
1182,180000
1183,195000
1184,170000
1185,385000
1186,236000
1187,195000
1188,145000
1189,80000
1190,100000
1191,115000
1192,250000
1193,80000
1194,125000
1195,78000
1196,120000
1197,74000
1198,80000
1199,470000
1200,1100000
1201,275000
1202,295000
1203,200000
1204,1675000
1205,400000
1206,400000
1207,271000
1208,290000
1209,521000
1210,575000
1211,480000
1212,460000
1213,500000
1214,510000
1215,450000
1216,400000
1217,500000
1218,585000
1219,285000
1220,295000
1221,400000
1222,360000
1223,350000
1224,335000
1225,285000
1226,349000
1227,240000
1228,295000
1229,395000
1230,350000
1231,480000
1232,400000
1233,320000
1234,500000
1235,469000
1236,460000
1237,370000
1238,300000
1239,430000
1240,425000
1241,235000
1242,400000
1243,450000
1244,350000
1245,400000
1246,350000
1247,310000
1248,430000
1249,300000
1250,421000
1251,444000
1252,350000
1253,600000
1254,410000
1255,320000
1256,320000
1257,350000
1258,390000
1259,200000
1260,350000
1261,225000
1262,180000
1263,650000
1264,276000
1265,530000
1266,450000
1267,320000
1268,295000
1269,415000
1270,575000
1271,440000
1272,190000
1273,320000
1274,275000
1275,490000
1276,375000
1277,410000
1278,200000
1279,295000
1280,350000
1281,280000
1282,225000
1283,360000
1284,295000
1285,365000
1286,360000
1287,395000
1288,385000
1289,345000
1290,411000
1291,349000
1292,411000
1293,400000
1294,315000
1295,349000
1296,400000
1297,371000
1298,315000
1299,410000
1300,415000
1301,385000
1302,395000
1303,340000
1304,330000
1305,315000
1306,400000
1307,395000
1308,385000
1309,450000
1310,325000
1311,353000
1312,380000
1313,445000
1314,430000
1315,370000
1316,310000
1317,260000
1318,345000
1319,485000
1320,450000
1321,460000
1322,380000
1323,550000
1324,395000
1325,354000
1326,420000
1327,490000
1328,395000
1329,450000
1330,385000
1331,450000
1332,350000
1333,340000
1334,399000
1335,330000
1336,265000
1337,500000
1338,415000
1339,310000
1340,370000
1341,365000
1342,375000
1343,295000
1344,385000
1345,345000
1346,425000
1347,375000
1348,425000
1349,340000
1350,450000
1351,415000
1352,435000
1353,405000
1354,385000
1355,385000
1356,420000
1357,465000
1358,310000
1359,445000
1360,380000
1361,390000
1362,445000
1363,470000
1364,410000
1365,485000
1366,340000
1367,330000
1368,360000
1369,350000
1370,370000
1371,310000
1372,400000
1373,350000
1374,400000
1375,306000
1376,260000
1377,341000
1378,367000
1379,300000
1380,315000
1381,350000
1382,350000
1383,375000
1384,400000
1385,460000
1386,250000
1387,310000
1388,448000
1389,200000
1390,400000
1391,350000
1392,450000
1393,340000
1394,370000
1395,250000
1396,299000
1397,350000
1398,350000
1399,380000
1400,345000
1401,365000
1402,350000
1403,255000
1404,330000
1405,270000
1406,300000
1407,330000
1408,215000
1409,300000
1410,285000
1411,350000
1412,375000
1413,370000
1414,320000
1415,350000
1416,490000
1417,225000
1418,390000
1419,410000
1420,410000
1421,335000
1422,360000
1423,400000
1424,345000
1425,440000
1426,300000
1427,350000
1428,350000
1429,310000
1430,345000
1431,472000
1432,360000
1433,330000
1434,380000
1435,370000
1436,470000
1437,420000
1438,375000
1439,295000
1440,255000
1441,271000
1442,346000
1443,425000
1444,322000
1445,245000
1446,349000
1447,349000
1448,280000
1449,270000
1450,270000
1451,300000
1452,255000
1453,350000
1454,260000
1455,300000
1456,270000
1457,300000
1458,250000
1459,400000
1460,420000
1461,432000
1462,430000
1463,490000
1464,420000
1465,550000
1466,450000
1467,425000
1468,500000
1469,455000
1470,500000
1471,550000
1472,105000
1473,450000
1474,175000
1475,165000
1476,475000
1477,450000
1478,465000
1479,445000
1480,495000
1481,435000
1482,485000
1483,400000
1484,178000
1485,450000
1486,290000
1487,525000
1488,360000
1489,265000
1490,200000
1491,412000
1492,430000
1493,460000
1494,240000
1495,180000
1496,380000
1497,410000
1498,190000
1499,165000
1500,515000
1501,375000
1502,249000
1503,340000
1504,245000
1505,415000
1506,400000
1507,150000
1508,199000
1509,125000
1510,450000
1511,150000
1512,120000
1513,150000
1514,505000
1515,425000
1516,425000
1517,420000
1518,550000
1519,150000
1520,150000
1521,500000
1522,300000
1523,425000
1524,115000
1525,121000
1526,80000
1527,150000
1528,410000
1529,125000
1530,200000
1531,400000
1532,150000
1533,390000
1534,70000
1535,95000
1536,130000
1537,395000
1538,400000
1539,415000
1540,400000
1541,200000
1542,134000
1543,365000
1544,120000
1545,485000
1546,440000
1547,415000
1548,495000
1549,350000
1550,400000
1551,465000
1552,395000
1553,485000
1554,445000
1555,450000
1556,445000
1557,425000
1558,450000
1559,475000
1560,375000
1561,485000
1562,485000
1563,430000
1564,395000
1565,460000
1566,490000
1567,545000
1568,465000
1569,495000
1570,470000
1571,385000
1572,450000
1573,431000
1574,470000
1575,295000
1576,461000
1577,335000
1578,451000
1579,455000
1580,450000
1581,440000
1582,448000
1583,425000
1584,450000
1585,450000
1586,469000
1587,460000
1588,470000
1589,445000
1590,370000
1591,425000
1592,390000
1593,425000
1594,470000
1595,350000
1596,565000
1597,425000
1598,319000
1599,460000
1600,385000
1601,466000
1602,480000
1603,375000
1604,385000
1605,365000
1606,420000
1607,465000
1608,525000
1609,410000
1610,360000
1611,300000
1612,400000
1613,400000
1614,370000
1615,525000
1616,450000
1617,475000
1618,425000
1619,475000
1620,470000
1621,595000
1622,460000
1623,450000
1624,530000
1625,450000
1626,490000
1627,375000
1628,450000
1629,441000
1630,450000
1631,450000
1632,440000
1633,429000
1634,485000
1635,495000
1636,435000
1637,375000
1638,470000
1639,345000
1640,425000
1641,570000
1642,420000
1643,465000
1644,475000
1645,449000
1646,435000
1647,464000
1648,468000
1649,415000
1650,335000
1651,450000
1652,445000
1653,375000
1654,460000
1655,455000
1656,475000
1657,499000
1658,451000
1659,440000
1660,475000
1661,505000
1662,320000
1663,450000
1664,340000
1665,400000
1666,450000
1667,360000
1668,425000
1669,450000
1670,480000
1671,250000
1672,315000
1673,345000
1674,440000
1675,500000
1676,375000
1677,325000
1678,520000
1679,450000
1680,500000
1681,530000
1682,350000
1683,450000
1684,460000
1685,400000
1686,480000
1687,450000
1688,460000
1689,535000
1690,400000
1691,305000
1692,350000
1693,350000
1694,340000
1695,412000
1696,400000
1697,360000
1698,425000
1699,350000
1700,350000
1701,478000
1702,410000
1703,325000
1704,420000
1705,450000
1706,420000
1707,500000
1708,470000
1709,400000
1710,410000
1711,390000
1712,510000
1713,350000
1714,450000
1715,420000
1716,450000
1717,450000
1718,316000
1719,298000
1720,510000
1721,410000
1722,400000
1723,240000
1724,480000
1725,400000
1726,450000
1727,400000
1728,400000
1729,415000
1730,410000
1731,500000
1732,385000
1733,485000
1734,400000
1735,410000
1736,410000
1737,435000
1738,410000
1739,435000
1740,270000
1741,335000
1742,330000
1743,275000
1744,195000
1745,85000
1746,385000
1747,335000
1748,395000
1749,500000
1750,311000
1751,360000
1752,325000
1753,325000
1754,372000
1755,340000
1756,295000
1757,351000
1758,320000
1759,350000
1760,349000
1761,485000
1762,475000
1763,375000
1764,350000
1765,450000
1766,275000
1767,298000
1768,451000
1769,349000
1770,291000
1771,310000
1772,309000
1773,411000
1774,436000
1775,500000
1776,400000
1777,395000
1778,330000
1779,469000
1780,425000
1781,460000
1782,375000
1783,299000
1784,375000
1785,350000
1786,350000
1787,425000
1788,299000
1789,329000
1790,300000
1791,415000
1792,365000
1793,310000
1794,470000
1795,320000
1796,210000
1797,300000
1798,231000
1799,290000
1800,347000
1801,320000
1802,425000
1803,380000
1804,129000
1805,275000
1806,375000
1807,400000
1808,255000
1809,220000
1810,300000
1811,310000
1812,300000
1813,115000
1814,320000
1815,360000
1816,345000
1817,380000
1818,385000
1819,330000
1820,296000
1821,410000
1822,390000
1823,480000
1824,386000
1825,445000
1826,350000
1827,325000
1828,272000
1829,340000
1830,380000
1831,380000
1832,300000
1833,360000
1834,350000
1835,295000
1836,400000
1837,375000
1838,400000
1839,400000
1840,350000
1841,300000
1842,325000
1843,290000
1844,340000
1845,380000
1846,350000
1847,350000
1848,260000
1849,480000
1850,450000
1851,292000
1852,400000
1853,420000
1854,370000
1855,290000
1856,380000
1857,325000
1858,380000
1859,380000
1860,351000
1861,400000
1862,250000
1863,300000
1864,420000
1865,300000
1866,425000
1867,391000
1868,380000
1869,320000
1870,440000
1871,400000
1872,230000
1873,350000
1874,310000
1875,300000
1876,354000
1877,300000
1878,400000
1879,425000
1880,400000
1881,330000
1882,320000
1883,300000
1884,418000
1885,250000
1886,350000
1887,300000
1888,375000
1889,420000
1890,350000
1891,325000
1892,350000
1893,375000
1894,290000
1895,370000
1896,324000
1897,390000
1898,400000
1899,250000
1900,409000
1901,300000
1902,420000
1903,360000
1904,295000
1905,220000
1906,300000
1907,320000
1908,325000
1909,300000
1910,300000
1911,440000
1912,450000
1913,321000
1914,250000
1915,400000
1916,400000
1917,325000
1918,260000
1919,315000
1920,350000
1921,440000
1922,440000
1923,460000
1924,350000
1925,400000
1926,425000
1927,325000
1928,430000
1929,250000
1930,410000
1931,380000
1932,290000
1933,425000
1934,345000
1935,365000
1936,400000
1937,251000
1938,244000
1939,290000
1940,200000
1941,205000
1942,425000
1943,335000
1944,235000
1945,365000
1946,345000
1947,369000
1948,371000
1949,285000
1950,325000
1951,375000
1952,350000
1953,347000
1954,385000
1955,273000
1956,415000
1957,240000
1958,240000
1959,310000
1960,350000
1961,220000
1962,360000
1963,311000
1964,273000
1965,300000
1966,377000
1967,325000
1968,325000
1969,465000
1970,290000
1971,350000
1972,286000
1973,289000
1974,320000
1975,350000
1976,285000
1977,420000
1978,325000
1979,260000
1980,240000
1981,240000
1982,310000
1983,365000
1984,210000
1985,378000
1986,249000
1987,350000
1988,335000
1989,375000
1990,250000
1991,331000
1992,235000
1993,325000
1994,320000
1995,250000
1996,376000
1997,265000
1998,285000
1999,355000
2000,290000
2001,325000
2002,195000
2003,360000
2004,400000
2005,245000
2006,356000
2007,485000
2008,210000
2009,360000
2010,388000
2011,415000
2012,375000
2013,240000
2014,335000
2015,360000
2016,245000
2017,250000
2018,315000
2019,275000
2020,300000
2021,350000
2022,320000
2023,250000
2024,299000
2025,375000
2026,315000
2027,300000
2028,370000
2029,380000
2030,350000
2031,265000
2032,350000
2033,315000
2034,213000
2035,300000
2036,270000
2037,350000
2038,300000
2039,230000
2040,306000
2041,335000
2042,370000
2043,373000
2044,295000
2045,380000
2046,350000
2047,285000
2048,431000
2049,350000
2050,200000
2051,280000
2052,300000
2053,355000
2054,350000
2055,300000
2056,270000
2057,276000
2058,363000
2059,240000
2060,350000
2061,300000
2062,340000
2063,330000
2064,316000
2065,390000
2066,250000
2067,310000
2068,350000
2069,280000
2070,300000
2071,320000
2072,298000
2073,330000
2074,390000
2075,370000
2076,245000
2077,390000
2078,280000
2079,275000
2080,350000
2081,360000
2082,280000
2083,360000
2084,385000
2085,350000
2086,260000
2087,260000
2088,300000
2089,310000
2090,270000
2091,250000
2092,300000
2093,360000
2094,235000
2095,300000
2096,375000
2097,350000
2098,360000
2099,455000
2100,525000
2101,475000
2102,515000
2103,525000
2104,540000
2105,485000
2106,550000
2107,249000
2108,255000
2109,315000
2110,530000
2111,350000
2112,290000
2113,250000
2114,260000
2115,550000
2116,310000
2117,560000
2118,375000
2119,435000
2120,249000
2121,325000
2122,325000
2123,135000
2124,120000
2125,85000
2126,175000
2127,300000
2128,245000
2129,325000
2130,400000
2131,110000
2132,425000
2133,421000
2134,260000
2135,425000
2136,375000
2137,250000
2138,220000
2139,465000
2140,360000
2141,470000
2142,382000
2143,450000
2144,450000
2145,235000
2146,475000
2147,365000
2148,311000
2149,120000
2150,365000
2151,320000
2152,325000
2153,382000
2154,295000
2155,55000
2156,400000
2157,111000
2158,350000
2159,310000
2160,245000
2161,300000
2162,295000
2163,175000
2164,335000
2165,150000
2166,325000
2167,230000
2168,310000
2169,300000
2170,129000
2171,249000
2172,415000
2173,360000
2174,125000
2175,265000
2176,140000
2177,250000
2178,365000
2179,124000
2180,460000
2181,310000
2182,445000
2183,265000
2184,235000
2185,445000
2186,455000
2187,295000
2188,135000
2189,545000
2190,450000
2191,355000
2192,135000
2193,330000
2194,550000
2195,400000
2196,411000
2197,350000
2198,475000
2199,450000
2200,435000
2201,380000
2202,410000
2203,350000
2204,460000
2205,261000
2206,330000
2207,300000
2208,335000
2209,250000
2210,360000
2211,200000
2212,315000
2213,450000
2214,410000
2215,450000
2216,325000
2217,375000
2218,400000
2219,295000
2220,375000
2221,230000
2222,230000
2223,235000
2224,211000
2225,220000
2226,250000
2227,280000
2228,214000
2229,180000
2230,350000
2231,150000
2232,180000
2233,320000
2234,300000
2235,394000
2236,200000
2237,235000
2238,210000
2239,371000
2240,245000
2241,230000
2242,245000
2243,280000
2244,369000
2245,265000
2246,260000
2247,340000
2248,270000
2249,229000
2250,300000
2251,225000
2252,230000
2253,209000
2254,225000
2255,185000
2256,225000
2257,265000
2258,210000
2259,195000
2260,215000
2261,250000
2262,215000
2263,390000
2264,265000
2265,260000
2266,200000
2267,160000
2268,399000
2269,215000
2270,226000
2271,251000
2272,280000
2273,210000
2274,250000
2275,168000
2276,220000
2277,375000
2278,225000
2279,220000
2280,245000
2281,180000
2282,300000
2283,230000
2284,350000
2285,180000
2286,250000
2287,250000
2288,350000
2289,251000
2290,410000
2291,254000
2292,230000
2293,420000
2294,230000
2295,350000
2296,240000
2297,225000
2298,200000
2299,230000
2300,215000
2301,270000
2302,200000
2303,350000
2304,224000
2305,340000
2306,160000
2307,210000
2308,150000
2309,360000
2310,250000
2311,225000
2312,275000
2313,245000
2314,145000
2315,210000
2316,350000
2317,231000
2318,200000
2319,165000
2320,230000
2321,230000
2322,270000
2323,210000
2324,270000
2325,300000
2326,220000
2327,220000
2328,235000
2329,235000
2330,155000
2331,180000
2332,248000
2333,375000
2334,125000
2335,325000
2336,200000
2337,285000
2338,190000
2339,110000
2340,335000
2341,235000
2342,211000
2343,380000
2344,325000
2345,150000
2346,240000
2347,220000
2348,265000
2349,370000
2350,185000
2351,390000
2352,425000
2353,160000
2354,390000
2355,450000
2356,370000
2357,285000
2358,375000
2359,219000
2360,425000
2361,210000
2362,375000
2363,385000
2364,275000
2365,175000
2366,290000
2367,390000
2368,410000
2369,195000
2370,295000
2371,310000
2372,185000
2373,320000
2374,410000
2375,100000
2376,210000
2377,325000
2378,341000
2379,315000
2380,150000
2381,275000
2382,265000
2383,425000
2384,330000
2385,250000
2386,190000
2387,220000
2388,290000
2389,350000
2390,250000
2391,280000
2392,399000
2393,350000
2394,275000
2395,350000
2396,129000
2397,350000
2398,180000
2399,270000
2400,265000
2401,285000
2402,235000
2403,260000
2404,365000
2405,299000
2406,275000
2407,315000
2408,365000
2409,325000
2410,128000
2411,145000
2412,265000
2413,275000
2414,389000
2415,445000
2416,390000
2417,313000
2418,110000
2419,245000
2420,250000
2421,160000
2422,425000
2423,260000
2424,325000
2425,300000
2426,276000
2427,250000
2428,110000
2429,290000
2430,185000
2431,350000
2432,250000
2433,200000
2434,110000
2435,62000
2436,300000
2437,225000
2438,400000
2439,230000
2440,250000
2441,300000
2442,275000
2443,320000
2444,215000
2445,250000
2446,200000
2447,240000
2448,250000
2449,315000
2450,214000
2451,80000
2452,300000
2453,85000
2454,280000
2455,192000
2456,80000
2457,190000
2458,166000
2459,350000
2460,130000
2461,40000
2462,100000
2463,75000
2464,120000
2465,220000
2466,160000
2467,95000
2468,260000
2469,250000
2470,265000
2471,215000
2472,235000
2473,65000
2474,245000
2475,220000
2476,82875
2477,350000
2478,300000
2479,285000
2480,250000
2481,175000
2482,50000
2483,272000
2484,160000
2485,210000
2486,300000
2487,275000
2488,120000
2489,210000
2490,240000
2491,230000
2492,300000
2493,150000
2494,185000
2495,163000
2496,75000
