car_id,car_name,brand,model,fuel_type,transmission_type,mileage,engine,max_power,seats
48,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
49,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
50,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
51,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
52,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
53,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
54,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
55,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
56,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
57,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
58,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
59,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
60,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
61,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
62,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
63,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
64,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
65,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
66,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
67,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
68,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
69,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
70,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
71,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
72,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
73,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
74,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
75,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
76,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
77,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
78,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
79,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
80,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
81,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
82,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
83,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
84,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
85,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
86,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
87,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
88,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
89,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
90,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
91,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
92,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
93,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
94,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
95,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
96,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
97,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
98,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
99,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
100,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
101,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
102,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
103,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
104,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
105,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
106,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
107,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
108,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
109,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
110,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
111,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
112,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
113,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
114,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
115,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
116,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
117,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
118,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
119,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
120,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
121,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
122,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
123,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
124,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
125,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
126,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
127,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
128,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
129,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
130,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
131,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
132,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
133,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
134,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
135,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
136,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
137,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
138,Maruti Alto,Maruti,Alto,Petrol,Automatic,19.7,796,46.3,5
139,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
140,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
141,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
143,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
144,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
145,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
146,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
147,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
148,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
149,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
150,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
151,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
152,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
153,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
154,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
155,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
156,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
157,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
158,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
159,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
160,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
161,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
162,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
163,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
164,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
165,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
166,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
167,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
168,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
169,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
170,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
171,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
172,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
173,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
174,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
175,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
176,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
177,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
178,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
179,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
180,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
181,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
182,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
183,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
184,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
185,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
186,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
187,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
188,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
189,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
190,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
191,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
192,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
193,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
194,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
195,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
196,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
197,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
198,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
199,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
200,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
201,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
202,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
203,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
204,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
205,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
206,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
207,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
208,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
209,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
210,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
211,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
212,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
213,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
214,Maruti Alto,Maruti,Alto,Petrol,Manual,19.7,796,46.3,5
215,Maruti Alto,Maruti,Alto,Petrol,Manual,18.9,796,47.0,5
216,Maruti Alto,Maruti,Alto,Petrol,Manual,18.9,1061,47.0,5
217,Maruti Alto,Maruti,Alto,Petrol,Manual,18.9,1061,47.0,5
218,Maruti Celerio,Maruti,Celerio,Diesel,Manual,27.62,793,47.0,5
219,Maruti Celerio,Maruti,Celerio,Diesel,Manual,27.62,793,47.0,5
220,Maruti Celerio,Maruti,Celerio,Diesel,Manual,27.62,793,47.0,5
221,Maruti Celerio,Maruti,Celerio,Diesel,Manual,27.62,793,47.0,5
222,Maruti Celerio,Maruti,Celerio,Diesel,Manual,27.62,793,47.0,5
223,Maruti Celerio,Maruti,Celerio,Diesel,Manual,27.62,793,47.0,5
224,Maruti Celerio,Maruti,Celerio,Diesel,Manual,27.62,793,47.0,5
225,Maruti Celerio,Maruti,Celerio,Diesel,Manual,27.62,793,47.0,5
226,Maruti Celerio,Maruti,Celerio,Diesel,Manual,27.62,793,47.0,5
227,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
228,Maruti Alto,Maruti,Alto,CNG,Manual,30.46,796,47.3,5
229,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
230,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
231,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
232,Maruti Alto,Maruti,Alto,CNG,Manual,30.46,796,47.3,5
233,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
234,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
235,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
236,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
237,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
238,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
239,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
240,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
241,Maruti Alto,Maruti,Alto,Petrol,Manual,22.05,796,47.3,5
242,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
243,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
244,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
245,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
246,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
247,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
248,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
249,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
250,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
251,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
252,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
253,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
254,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
255,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
256,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
257,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
258,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
259,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
260,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
261,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
262,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
263,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
264,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
265,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
266,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
267,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
268,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
269,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
270,Maruti Alto,Maruti,Alto,Petrol,Manual,22.05,796,47.3,5
271,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
272,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
273,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
274,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
275,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
276,Maruti Alto,Maruti,Alto,Petrol,Manual,22.05,796,47.3,5
277,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
278,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
279,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
280,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
281,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
282,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
283,Maruti Alto,Maruti,Alto,Petrol,Manual,22.05,796,47.3,5
284,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
285,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
286,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
287,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
288,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
289,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
290,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
291,Maruti Alto,Maruti,Alto,Petrol,Manual,22.05,796,47.3,5
292,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
293,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
294,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
295,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
296,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
297,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
298,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
299,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
300,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
301,Maruti Alto,Maruti,Alto,CNG,Manual,30.46,796,47.3,5
302,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
303,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
304,Maruti Alto,Maruti,Alto,Petrol,Manual,22.05,796,47.3,5
305,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
306,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
307,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
308,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
309,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
310,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
311,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
312,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
313,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
314,Maruti Alto,Maruti,Alto,CNG,Manual,30.46,796,47.3,5
315,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
316,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
317,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
318,Maruti Alto,Maruti,Alto,CNG,Manual,30.46,796,47.3,5
319,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
320,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
321,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
322,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
323,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
324,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
325,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
326,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
327,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
328,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
329,Maruti Alto,Maruti,Alto,CNG,Manual,30.46,796,47.3,5
330,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
331,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
332,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
333,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
334,Maruti Alto,Maruti,Alto,Petrol,Manual,22.05,796,47.3,5
335,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
336,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
337,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
338,Maruti Alto,Maruti,Alto,CNG,Manual,30.46,796,47.3,5
339,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
340,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
341,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
342,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
343,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
344,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
345,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
346,Maruti Alto,Maruti,Alto,Petrol,Manual,24.7,796,47.3,5
347,Maruti Alto,Maruti,Alto,CNG,Manual,30.46,796,47.3,5
348,Maruti Alto,Maruti,Alto,Petrol,Manual,22.74,796,47.3,5
349,Maruti Alto,Maruti,Alto,CNG,Manual,30.46,796,47.3,5
